"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","908","[2:19] Traer un cliente","","Mon Nov 24 00:27:46 UTC 2025","passed","Mon Nov 24 00:27:47 UTC 2025","","","",""
"","3073","[1:11] Creación de un cliente","","Mon Nov 24 00:27:43 UTC 2025","passed","Mon Nov 24 00:27:46 UTC 2025","","","",""
